dim,hidden_mult,activation,dtype,fp8,class,device,measurement,value
2048,2,relu2,float32,False,MLP,mps,Forward Time (ms),13.027712500479538
2048,2,relu2,float32,False,MLP,mps,Backward Time (ms),29.07766249991255
2048,2,relu2,float32,False,PreCompiledMLP,mps,Forward Time (ms),12.065920799796004
2048,2,relu2,float32,False,PreCompiledMLP,mps,Backward Time (ms),23.993875000451226
2048,2,relu2,float16,False,MLP,mps,Forward Time (ms),13.687408300756942
2048,2,relu2,float16,False,MLP,mps,Backward Time (ms),23.643216700293124
2048,2,relu2,float16,False,PreCompiledMLP,mps,Forward Time (ms),11.444629200559575
2048,2,relu2,float16,False,PreCompiledMLP,mps,Backward Time (ms),22.302941599627957
2048,2,relu2,bfloat16,False,MLP,mps,Forward Time (ms),21.50576669955626
2048,2,relu2,bfloat16,False,MLP,mps,Backward Time (ms),35.2035292002256
2048,2,relu2,bfloat16,False,PreCompiledMLP,mps,Forward Time (ms),19.01757500017993
2048,2,relu2,bfloat16,False,PreCompiledMLP,mps,Backward Time (ms),33.99267089989735
2048,2,silu,float32,False,MLP,mps,Forward Time (ms),11.900520899507683
2048,2,silu,float32,False,MLP,mps,Backward Time (ms),27.06756240077084
2048,2,silu,float32,False,PreCompiledMLP,mps,Forward Time (ms),12.1202042006189
2048,2,silu,float32,False,PreCompiledMLP,mps,Backward Time (ms),24.875666599837132
2048,2,silu,float16,False,MLP,mps,Forward Time (ms),13.013920800585765
2048,2,silu,float16,False,MLP,mps,Backward Time (ms),22.218600098858587
2048,2,silu,float16,False,PreCompiledMLP,mps,Forward Time (ms),11.163929200847633
2048,2,silu,float16,False,PreCompiledMLP,mps,Backward Time (ms),22.883299998648
2048,2,silu,bfloat16,False,MLP,mps,Forward Time (ms),20.679270899563562
2048,2,silu,bfloat16,False,MLP,mps,Backward Time (ms),34.790854100720026
2048,2,silu,bfloat16,False,PreCompiledMLP,mps,Forward Time (ms),19.259441700705793
2048,2,silu,bfloat16,False,PreCompiledMLP,mps,Backward Time (ms),34.54636249807663
2048,4,relu,float32,False,MLP,mps,Forward Time (ms),25.743683299515396
2048,4,relu,float32,False,MLP,mps,Backward Time (ms),58.48841670085676
2048,4,relu,float32,False,PreCompiledMLP,mps,Forward Time (ms),25.64518750004936
2048,4,relu,float32,False,PreCompiledMLP,mps,Backward Time (ms),47.777612500067335
2048,4,relu,float16,False,MLP,mps,Forward Time (ms),25.425700000778306
2048,4,relu,float16,False,MLP,mps,Backward Time (ms),43.08764579909621
2048,4,relu,float16,False,PreCompiledMLP,mps,Forward Time (ms),23.22067920031259
2048,4,relu,float16,False,PreCompiledMLP,mps,Backward Time (ms),43.517004199384246
2048,4,relu,bfloat16,False,MLP,mps,Forward Time (ms),41.449070899398066
2048,4,relu,bfloat16,False,MLP,mps,Backward Time (ms),66.8463291003718
2048,4,relu,bfloat16,False,PreCompiledMLP,mps,Forward Time (ms),38.34554159984691
2048,4,relu,bfloat16,False,PreCompiledMLP,mps,Backward Time (ms),66.00982090021716
2048,4,relu2,float32,False,MLP,mps,Forward Time (ms),29.111166700022295
2048,4,relu2,float32,False,MLP,mps,Backward Time (ms),52.55435830040369
2048,4,relu2,float32,False,PreCompiledMLP,mps,Forward Time (ms),27.235229099460412
2048,4,relu2,float32,False,PreCompiledMLP,mps,Backward Time (ms),49.16688340017572
2048,4,relu2,float16,False,MLP,mps,Forward Time (ms),26.97694579983363
2048,4,relu2,float16,False,MLP,mps,Backward Time (ms),44.07621249993099
2048,4,relu2,float16,False,PreCompiledMLP,mps,Forward Time (ms),23.673091699311044
2048,4,relu2,float16,False,PreCompiledMLP,mps,Backward Time (ms),43.30180830002064
2048,4,relu2,bfloat16,False,MLP,mps,Forward Time (ms),43.72619170026155
2048,4,relu2,bfloat16,False,MLP,mps,Backward Time (ms),67.3851667001145
2048,4,relu2,bfloat16,False,PreCompiledMLP,mps,Forward Time (ms),38.95311660016887
2048,4,relu2,bfloat16,False,PreCompiledMLP,mps,Backward Time (ms),65.46433339972282
2048,4,silu,float32,False,MLP,mps,Forward Time (ms),28.19157920021098
2048,4,silu,float32,False,MLP,mps,Backward Time (ms),48.755362498923205
2048,4,silu,float32,False,PreCompiledMLP,mps,Forward Time (ms),27.414370801125187
2048,4,silu,float32,False,PreCompiledMLP,mps,Backward Time (ms),49.525145898223855
2048,4,silu,float16,False,MLP,mps,Forward Time (ms),25.303220900241286
2048,4,silu,float16,False,MLP,mps,Backward Time (ms),42.997283198928926
2048,4,silu,float16,False,PreCompiledMLP,mps,Forward Time (ms),23.502199999347795
2048,4,silu,float16,False,PreCompiledMLP,mps,Backward Time (ms),43.44188329996541
2048,4,silu,bfloat16,False,MLP,mps,Forward Time (ms),41.10059160011588
2048,4,silu,bfloat16,False,MLP,mps,Backward Time (ms),67.16035839926917
2048,4,silu,bfloat16,False,PreCompiledMLP,mps,Forward Time (ms),39.29285000049276
2048,4,silu,bfloat16,False,PreCompiledMLP,mps,Backward Time (ms),65.65458749973914
2048,8,relu,float32,False,MLP,mps,Forward Time (ms),62.40377499925671
2048,8,relu,float32,False,MLP,mps,Backward Time (ms),99.8008500013384
2048,8,relu,float32,False,PreCompiledMLP,mps,Forward Time (ms),55.143220799800474
2048,8,relu,float32,False,PreCompiledMLP,mps,Backward Time (ms),91.42244999966351
2048,8,relu,float16,False,MLP,mps,Forward Time (ms),51.63292920042295
2048,8,relu,float16,False,MLP,mps,Backward Time (ms),87.2700916006579
2048,8,relu,float16,False,PreCompiledMLP,mps,Forward Time (ms),49.84698329935782
2048,8,relu,float16,False,PreCompiledMLP,mps,Backward Time (ms),100.34139170165872
2048,8,relu,bfloat16,False,MLP,mps,Forward Time (ms),89.75992909981869
2048,8,relu,bfloat16,False,MLP,mps,Backward Time (ms),133.09110840054927
2048,8,relu,bfloat16,False,PreCompiledMLP,mps,Forward Time (ms),83.05145000049379
2048,8,relu,bfloat16,False,PreCompiledMLP,mps,Backward Time (ms),136.12562079943018
2048,8,relu2,float32,False,MLP,mps,Forward Time (ms),60.652208399551455
2048,8,relu2,float32,False,MLP,mps,Backward Time (ms),94.77530830044998
2048,8,relu2,float32,False,PreCompiledMLP,mps,Forward Time (ms),60.59572500089416
2048,8,relu2,float32,False,PreCompiledMLP,mps,Backward Time (ms),102.83718749997206
2048,8,relu2,float16,False,MLP,mps,Forward Time (ms),54.02091669966467
2048,8,relu2,float16,False,MLP,mps,Backward Time (ms),87.9423249993124
2048,8,relu2,float16,False,PreCompiledMLP,mps,Forward Time (ms),54.05888329987647
2048,8,relu2,float16,False,PreCompiledMLP,mps,Backward Time (ms),88.21384999901056
2048,8,relu2,bfloat16,False,MLP,mps,Forward Time (ms),81.82502919953549
2048,8,relu2,bfloat16,False,MLP,mps,Backward Time (ms),139.25337079999736
2048,8,relu2,bfloat16,False,PreCompiledMLP,mps,Forward Time (ms),81.65157090115827
2048,8,relu2,bfloat16,False,PreCompiledMLP,mps,Backward Time (ms),138.35666239901911
2048,8,silu,float32,False,MLP,mps,Forward Time (ms),57.5279833006789
2048,8,silu,float32,False,MLP,mps,Backward Time (ms),97.58722919941647
2048,8,silu,float32,False,PreCompiledMLP,mps,Forward Time (ms),64.52598339965334
2048,8,silu,float32,False,PreCompiledMLP,mps,Backward Time (ms),90.48432069976116
2048,8,silu,float16,False,MLP,mps,Forward Time (ms),50.363866600673646
2048,8,silu,float16,False,MLP,mps,Backward Time (ms),84.92109999933746
2048,8,silu,float16,False,PreCompiledMLP,mps,Forward Time (ms),49.64283750014147
2048,8,silu,float16,False,PreCompiledMLP,mps,Backward Time (ms),85.92817079916131
2048,8,silu,bfloat16,False,MLP,mps,Forward Time (ms),77.96117499965476
2048,8,silu,bfloat16,False,MLP,mps,Backward Time (ms),135.86373340076534
2048,8,silu,bfloat16,False,PreCompiledMLP,mps,Forward Time (ms),78.50359589938307
2048,8,silu,bfloat16,False,PreCompiledMLP,mps,Backward Time (ms),140.65520000149263
