dim,hidden_mult,activation,dtype,fp8,class,device,measurement,value
512,8,relu,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.1905249994015321
512,8,relu,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.0063541014678776
512,8,relu,float16,False,GatedMLP,mps,Forward Time (ms),1.5347374996053986
512,8,relu,float16,False,GatedMLP,mps,Backward Time (ms),1.8851333996281028
512,8,relu,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.3281292005558498
512,8,relu,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.005024900427088
512,8,relu,bfloat16,False,GatedMLP,mps,Forward Time (ms),2.0661625007051043
512,8,relu,bfloat16,False,GatedMLP,mps,Backward Time (ms),3.4674166003242135
512,8,relu,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.1122624995769
512,8,relu,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.1963166999048553
512,8,relu2,float32,False,GatedMLP,mps,Forward Time (ms),1.4936124993255362
512,8,relu2,float32,False,GatedMLP,mps,Backward Time (ms),2.543850000074599
512,8,relu2,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.2187583997729234
512,8,relu2,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.0500208003795706
512,8,relu2,float16,False,GatedMLP,mps,Forward Time (ms),1.5749750004033558
512,8,relu2,float16,False,GatedMLP,mps,Backward Time (ms),2.2483374996227212
512,8,relu2,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.338995799596887
512,8,relu2,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.003904200682882
512,8,relu2,bfloat16,False,GatedMLP,mps,Forward Time (ms),2.273579100437928
512,8,relu2,bfloat16,False,GatedMLP,mps,Backward Time (ms),3.38500420039054
512,8,relu2,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.038795799307991
512,8,relu2,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.568012500181794
512,8,silu,float32,False,GatedMLP,mps,Forward Time (ms),1.265675001195632
512,8,silu,float32,False,GatedMLP,mps,Backward Time (ms),2.2400083995307796
512,8,silu,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.1907499996596016
512,8,silu,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.021058301033918
512,8,silu,float16,False,GatedMLP,mps,Forward Time (ms),1.3816040998790413
512,8,silu,float16,False,GatedMLP,mps,Backward Time (ms),2.255429301294498
512,8,silu,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.3519166997866705
512,8,silu,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.0014958005049266
512,8,silu,bfloat16,False,GatedMLP,mps,Forward Time (ms),2.093349999631755
512,8,silu,bfloat16,False,GatedMLP,mps,Backward Time (ms),3.208033400005661
512,8,silu,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.1208167003351264
512,8,silu,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.256870798941236
1024,2,relu,float32,False,GatedMLP,mps,Forward Time (ms),1.2779166994732805
1024,2,relu,float32,False,GatedMLP,mps,Backward Time (ms),2.4568749009631574
1024,2,relu,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.227574999211356
1024,2,relu,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.17189580143895
1024,2,relu,float16,False,GatedMLP,mps,Forward Time (ms),1.3505916998838075
1024,2,relu,float16,False,GatedMLP,mps,Backward Time (ms),2.021629101363942
1024,2,relu,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.404174999333918
1024,2,relu,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.074941601313185
1024,2,relu,bfloat16,False,GatedMLP,mps,Forward Time (ms),2.2369041995261796
1024,2,relu,bfloat16,False,GatedMLP,mps,Backward Time (ms),3.2931708003161475
1024,2,relu,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.1690624998882413
1024,2,relu,bfloat16,False,PreCompiledGatedMLP,mps,Backward Time (ms),3.3765957996365614
1024,2,relu2,float32,False,GatedMLP,mps,Forward Time (ms),1.4285791010479443
1024,2,relu2,float32,False,GatedMLP,mps,Backward Time (ms),2.3915083991596475
1024,2,relu2,float32,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.2440541002433747
1024,2,relu2,float32,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.181950099475216
1024,2,relu2,float16,False,GatedMLP,mps,Forward Time (ms),1.5364958002464846
1024,2,relu2,float16,False,GatedMLP,mps,Backward Time (ms),2.371470800426323
1024,2,relu2,float16,False,PreCompiledGatedMLP,mps,Forward Time (ms),1.3963917008368298
1024,2,relu2,float16,False,PreCompiledGatedMLP,mps,Backward Time (ms),2.0409207994816825
1024,2,relu2,bfloat16,False,GatedMLP,mps,Forward Time (ms),2.325316600035876
1024,2,relu2,bfloat16,False,GatedMLP,mps,Backward Time (ms),3.6581499996827915
1024,2,relu2,bfloat16,False,PreCompiledGatedMLP,mps,Forward Time (ms),2.1879583000554703
